1,10470
1,9802
1,9692
1,10066
1,10020
2,5627
2,5580
2,5589
2,5373
2,5520
4,3965
4,4474
4,3603
4,3299
4,3512
8,3291
8,2482
8,2626
8,2320
8,5184
16,5115
16,3417
16,2390
16,2221
16,2297
32,3195
32,2380
32,2283
32,2416
32,3475
64,2248
64,3370
64,3069
64,3282
64,5607
128,3538
128,4631
128,2228
128,2306
128,4486
256,2644
256,2296
256,2185
256,2169
256,2170
512,3741
512,3699
512,2404
512,3401
512,2187
1024,2325
1024,2221
1024,2285
1024,2173
1024,3416
